file_name;uiqm;uicm;uism;uiconm
1.jpg;0.904060;3.906380;1.690800;0.815400
10.jpg;0.831230;2.601980;1.309100;0.777790
100.jpg;0.953470;2.554480;1.756800;0.874490
1000.jpg;0.808380;4.253320;1.258000;0.744070
1001.jpg;0.841180;4.307160;1.313600;0.774820
1002.jpg;0.889730;4.031510;1.414800;0.821590
1003.jpg;0.888510;4.132710;1.437300;0.817600
1004.jpg;0.806960;4.106330;1.285300;0.741430
1005.jpg;0.824100;4.188690;1.326200;0.756090
1006.jpg;0.865620;4.351660;1.371200;0.796370
1007.jpg;0.853600;3.848290;1.345300;0.789370
1008.jpg;0.892250;3.995350;1.450400;0.821670
1009.jpg;0.886090;4.374150;1.410600;0.815250
101.jpg;1.059200;1.948410;1.667200;1.002000
1010.jpg;0.920090;4.489190;1.441200;0.848890
1011.jpg;0.874020;4.177480;1.378300;0.806310
1012.jpg;0.889830;4.393640;1.393000;0.820640
1013.jpg;0.930570;4.556060;1.450800;0.859010
1014.jpg;0.911770;4.428270;1.450200;0.839570
1015.jpg;0.869150;4.316130;1.355900;0.801750
1016.jpg;0.899380;4.593090;1.393000;0.829480
1017.jpg;0.956230;4.884160;1.545500;0.876580
1018.jpg;0.930930;4.925870;1.535800;0.849470
1019.jpg;0.936110;4.623190;1.604700;0.851810
102.jpg;1.018900;2.531930;1.509000;0.966520
1020.jpg;0.926290;4.623160;1.552800;0.845390
1021.jpg;0.853630;4.373100;1.467100;0.775200
1022.jpg;0.929860;4.292740;1.630700;0.845460
1023.jpg;0.926880;4.709650;1.587700;0.842470
1024.jpg;0.928640;4.608900;1.591500;0.844860
1025.jpg;0.953370;4.651160;1.678000;0.864350
1026.jpg;0.891440;4.550610;1.501100;0.812230
1027.jpg;0.837400;4.510790;1.377000;0.763850
1028.jpg;0.865620;4.502460;1.423100;0.790890
1029.jpg;0.860300;4.351790;1.385000;0.789430
103.jpg;1.041500;2.589640;1.575200;0.985240
1030.jpg;0.865550;4.269580;1.433700;0.791780
1031.jpg;0.832830;4.367550;1.340400;0.763020
1032.jpg;0.818500;3.823580;1.311800;0.754050
1033.jpg;0.826520;3.565300;1.333300;0.763060
1034.jpg;0.805130;3.779050;1.293000;0.741380
1035.jpg;0.819830;3.872910;1.330500;0.753560
1036.jpg;0.826700;4.023550;1.326600;0.760200
1037.jpg;0.843320;4.019010;1.350200;0.776400
1038.jpg;0.832190;4.276560;1.327200;0.764140
1039.jpg;0.889570;4.064910;1.476100;0.816070
104.jpg;1.000200;2.544010;1.340300;0.959910
1040.jpg;0.890490;4.098530;1.476100;0.816820
1041.jpg;0.881270;4.136200;1.389700;0.813610
1042.jpg;0.889150;4.492260;1.413000;0.817460
1043.jpg;0.861050;4.467260;1.353400;0.791950
1044.jpg;0.916840;4.216300;1.667100;0.828850
1045.jpg;0.996850;3.971850;1.812300;0.906030
1046.jpg;0.960780;4.147230;1.719700;0.872970
1047.jpg;0.989190;3.982530;1.776500;0.900540
1048.jpg;0.971790;3.635240;1.805600;0.881910
1049.jpg;0.949460;3.401030;1.778200;0.861670
105.jpg;1.048600;2.253250;1.682000;0.986800
1050.jpg;0.905050;3.131160;1.716300;0.820480
1051.jpg;0.949930;3.470170;1.776900;0.861750
1052.jpg;0.930550;3.939240;1.673900;0.845420
1053.jpg;0.888790;4.673070;1.623500;0.798250
1054.jpg;0.929730;5.198070;1.758200;0.827640
1055.jpg;0.915110;5.266120;1.756500;0.811300
1056.jpg;0.965040;5.215090;1.950300;0.850140
1057.jpg;0.991640;5.673070;1.862600;0.882770
1058.jpg;0.971180;5.459930;1.818900;0.865760
1059.jpg;1.025000;5.344050;2.057100;0.905740
106.jpg;1.042700;2.101860;1.595200;0.988740
1060.jpg;1.025800;5.216870;2.025900;0.910170
1061.jpg;1.009800;5.279410;1.902900;0.902370
1062.jpg;1.015800;5.264670;1.956300;0.904590
1063.jpg;0.928370;4.559280;1.693900;0.836500
1064.jpg;0.835000;3.844690;1.577600;0.749930
1065.jpg;0.826560;4.667400;1.570300;0.734830
1066.jpg;0.964180;4.213480;1.863200;0.864300
1067.jpg;0.979510;4.756910;1.911800;0.872710
1068.jpg;0.984180;4.619800;1.818400;0.886610
1069.jpg;1.016400;4.406780;1.918900;0.915120
107.jpg;1.061700;1.882740;1.553000;1.014700
1070.jpg;0.908700;4.596970;1.754600;0.809740
1071.jpg;0.959510;4.468130;1.753000;0.866290
1072.jpg;0.831980;3.992700;1.646600;0.739780
1073.jpg;0.919100;3.929920;1.704100;0.830520
1074.jpg;0.941090;4.201610;1.723000;0.850790
1075.jpg;0.847320;3.511140;1.643300;0.760570
1076.jpg;0.927340;3.233330;1.853000;0.832700
1077.jpg;0.935170;3.631850;1.637200;0.855910
1078.jpg;0.920320;3.217500;1.572400;0.848340
1079.jpg;1.010700;2.984190;1.660600;0.941450
108.jpg;0.954750;1.837210;1.457500;0.906260
1080.jpg;0.918890;3.835530;1.526300;0.845720
1081.jpg;0.922720;3.684060;1.508700;0.852540
1082.jpg;0.912200;3.449340;1.566600;0.838130
1083.jpg;0.828420;3.033160;1.533000;0.752840
1084.jpg;0.967690;2.620760;1.625300;0.900340
1085.jpg;0.938200;2.813320;1.640200;0.865430
1086.jpg;0.901760;2.878230;1.617000;0.827090
1087.jpg;0.960790;3.116290;1.664500;0.885670
1088.jpg;0.877570;3.831680;1.534300;0.800030
1089.jpg;0.856050;3.783700;1.459600;0.783110
109.jpg;1.012900;1.980310;1.443900;0.969730
1090.jpg;0.807670;4.531370;1.377300;0.731250
1091.jpg;0.871020;4.233040;1.416000;0.799490
1092.jpg;0.797100;3.265280;1.345400;0.732340
1093.jpg;0.880140;3.135720;1.535200;0.808240
1094.jpg;0.850080;3.501440;1.512600;0.774440
1095.jpg;0.768920;3.197540;1.436400;0.694640
1096.jpg;0.809810;3.519240;1.483300;0.732810
1097.jpg;0.763100;3.363020;1.400400;0.689950
1098.jpg;1.061500;2.586680;1.834300;0.985620
1099.jpg;0.934660;3.352860;1.596800;0.860900
11.jpg;0.891750;2.712170;1.419100;0.833830
110.jpg;1.042200;1.928700;1.536700;0.994310
1100.jpg;0.919820;2.890120;1.662000;0.842980
1101.jpg;1.000900;2.661660;1.876500;0.915430
1102.jpg;0.816820;1.849800;1.619200;0.742400
1103.jpg;0.961610;1.808980;1.633600;0.899420
1104.jpg;0.846350;1.857530;1.579000;0.777860
1105.jpg;0.902030;1.813680;1.649100;0.833130
1106.jpg;0.866500;2.391810;1.681000;0.787200
1107.jpg;0.883770;3.183360;1.545800;0.810960
1108.jpg;0.855290;2.820620;1.436900;0.791750
1109.jpg;0.865060;2.561530;1.412300;0.806480
111.jpg;1.053800;1.901940;1.672600;0.995990
1110.jpg;0.851080;3.064940;1.435500;0.785350
1111.jpg;0.861970;2.496360;1.462800;0.799450
1112.jpg;0.796750;3.742020;1.365200;0.726570
1113.jpg;0.703630;3.637630;1.246200;0.635680
1114.jpg;0.769370;3.665110;1.314700;0.701490
1115.jpg;0.780090;4.431760;1.315700;0.707050
1116.jpg;0.755790;4.458180;1.244300;0.686240
1117.jpg;0.747680;4.492300;1.225000;0.678730
1118.jpg;0.710660;4.290400;1.142900;0.646730
1119.jpg;0.805160;4.552160;1.296800;0.735000
112.jpg;0.964650;2.339530;1.779600;0.886500
1120.jpg;0.861320;4.616080;1.397900;0.787380
1121.jpg;0.830620;4.537380;1.406700;0.753800
1122.jpg;0.823770;4.318330;1.459100;0.743730
1123.jpg;0.812210;4.231890;1.450700;0.732510
1124.jpg;0.881700;3.309410;1.573400;0.805420
1125.jpg;0.828110;4.518980;1.419800;0.750130
1126.jpg;0.897050;3.881810;1.573500;0.817640
1127.jpg;0.909610;4.598310;1.541900;0.828300
1128.jpg;0.762810;4.889670;1.395000;0.678040
1129.jpg;0.905150;4.849690;1.532300;0.822250
113.jpg;0.969550;2.477210;1.855500;0.884490
1130.jpg;0.937820;4.966230;1.625500;0.849250
1131.jpg;0.889810;4.589390;1.612900;0.800910
1132.jpg;0.901900;3.763960;1.860400;0.800160
1133.jpg;0.859760;4.109490;1.608900;0.772250
1134.jpg;0.871620;4.249930;1.580700;0.786410
1135.jpg;0.954610;5.367000;1.731500;0.855640
1136.jpg;0.862450;3.616870;1.761000;0.766520
1137.jpg;0.978830;4.078020;1.887300;0.879360
1138.jpg;0.947950;3.665640;1.840900;0.852760
1139.jpg;0.975560;3.287000;1.896100;0.881290
114.jpg;0.878570;2.698340;1.641700;0.801180
1140.jpg;0.937920;2.910620;1.843700;0.847550
1141.jpg;1.071500;2.957350;2.005200;0.979550
1142.jpg;0.965500;3.016100;1.572500;0.899190
1143.jpg;1.020600;2.994620;1.709800;0.948110
1144.jpg;0.979460;3.404880;1.661300;0.904010
1145.jpg;0.966200;3.348020;1.669500;0.889320
1146.jpg;0.981420;3.235540;1.661800;0.907450
1147.jpg;0.972870;3.225350;1.671200;0.897430
1148.jpg;0.956240;3.250500;1.657100;0.880250
1149.jpg;0.964340;3.101030;1.640000;0.891690
115.jpg;0.986030;2.858560;2.057000;0.882810
1150.jpg;0.916310;3.200560;1.576100;0.843800
1151.jpg;0.995410;2.942980;1.733500;0.919080
1152.jpg;1.028000;2.835230;1.803300;0.949690
1153.jpg;1.012200;2.809110;1.804500;0.932570
1154.jpg;0.979040;2.672020;1.711800;0.905170
1155.jpg;0.946420;2.687250;1.626500;0.876510
1156.jpg;0.967970;2.574920;1.686500;0.895950
1157.jpg;0.995730;2.996430;1.714800;0.920550
1158.jpg;0.999300;3.076510;1.709100;0.924290
1159.jpg;1.034200;3.147250;1.818800;0.952690
116.jpg;1.055500;2.498210;1.878600;0.976090
1160.jpg;1.028300;3.329790;1.797700;0.946570
1161.jpg;0.897830;3.583420;1.695900;0.810730
1162.jpg;0.975250;3.321550;1.798200;0.888770
1163.jpg;0.873570;4.296130;1.645300;0.782830
1164.jpg;0.834460;4.233600;1.587900;0.745420
1165.jpg;0.777420;3.913810;1.385000;0.702500
1166.jpg;0.828610;3.780490;1.468200;0.752500
1167.jpg;0.840880;3.860930;1.459800;0.765940
1168.jpg;0.838380;4.129820;1.512400;0.756750
1169.jpg;0.886840;5.080860;1.507200;0.802520
117.jpg;1.067200;2.149240;1.881900;0.991380
1170.jpg;0.838620;5.297770;1.457600;0.752330
1171.jpg;0.934500;5.087840;1.555400;0.850460
1172.jpg;0.972870;5.365520;1.579200;0.888140
1173.jpg;0.938640;4.805950;1.564700;0.856430
1174.jpg;0.951240;4.497350;1.562900;0.872750
1175.jpg;0.954310;5.013500;1.617600;0.867510
1176.jpg;0.969570;5.228960;1.629100;0.881500
1177.jpg;0.964470;4.621650;1.605900;0.882640
1178.jpg;0.808310;4.856150;1.429400;0.725080
1179.jpg;0.973990;4.922780;1.656500;0.886470
118.jpg;1.018100;2.800460;1.892300;0.931860
1180.jpg;0.905220;4.458880;1.550100;0.823920
1181.jpg;0.960940;4.399860;1.597500;0.881240
1182.jpg;0.994870;5.019340;1.689600;0.905750
1183.jpg;0.980700;5.429180;1.651700;0.890180
1184.jpg;1.011300;5.360530;1.788200;0.912790
1185.jpg;1.023100;5.643240;1.756700;0.926030
1186.jpg;1.046600;5.341740;1.889500;0.943150
1187.jpg;1.004200;5.265470;1.813500;0.903780
1188.jpg;0.915110;5.538830;1.663900;0.816800
1189.jpg;1.004500;5.474560;1.761400;0.906730
119.jpg;0.977600;2.906940;1.925500;0.884090
1190.jpg;1.054200;5.465560;1.833700;0.955050
1191.jpg;1.047500;5.503310;1.882800;0.943310
1192.jpg;0.941000;4.358280;1.549900;0.863760
1193.jpg;1.015600;5.370660;1.707800;0.924100
1194.jpg;0.913140;4.771290;1.530900;0.831680
1195.jpg;0.800880;5.053090;1.408300;0.717170
1196.jpg;0.893030;4.754970;1.515800;0.811140
1197.jpg;0.877410;4.750480;1.524700;0.793400
1198.jpg;0.858370;4.447800;1.501600;0.776930
1199.jpg;0.850760;4.646500;1.450400;0.771300
12.jpg;0.999160;2.684820;1.529800;0.942040
120.jpg;0.995640;2.550210;1.707900;0.924550
1200.jpg;0.876860;4.017590;1.543700;0.797000
1201.jpg;0.822710;4.099110;1.424000;0.747200
1202.jpg;0.894380;3.421690;1.557500;0.819670
1203.jpg;0.898860;3.996370;1.533700;0.822000
1204.jpg;0.877620;4.242950;1.495000;0.800080
1205.jpg;0.914670;4.056640;1.556700;0.836860
1206.jpg;0.897480;3.891980;1.583200;0.817220
1207.jpg;0.880630;3.244340;1.567300;0.805270
1208.jpg;0.802370;3.561290;1.507800;0.722340
1209.jpg;0.886570;3.340530;1.602300;0.808100
121.jpg;0.918780;2.397710;1.504600;0.858730
1210.jpg;0.955950;2.813360;1.735400;0.876920
1211.jpg;0.957010;2.773800;1.733700;0.878530
1212.jpg;0.957620;2.789040;1.792600;0.874210
1213.jpg;0.811170;3.087090;1.538400;0.733160
1214.jpg;0.894340;3.516830;1.684200;0.808410
1215.jpg;0.897190;3.773120;1.614400;0.815270
1216.jpg;0.930120;4.556710;1.603200;0.845920
1217.jpg;0.835040;4.601880;1.495600;0.750780
1218.jpg;0.871840;4.588200;1.565500;0.785240
1219.jpg;0.903650;4.132910;1.632500;0.817990
122.jpg;0.904870;2.399980;1.763100;0.822200
1220.jpg;0.838090;4.266850;1.500600;0.756320
1221.jpg;0.946170;4.364030;1.619900;0.863570
1222.jpg;0.871940;4.765210;1.507000;0.788780
1223.jpg;0.953250;4.528380;1.714300;0.862190
1224.jpg;0.968460;4.578370;1.761800;0.874460
1225.jpg;0.946370;4.716410;1.720300;0.852720
1226.jpg;0.938190;4.457960;1.744900;0.843800
1227.jpg;0.944830;4.180130;1.691500;0.857650
1228.jpg;0.974940;3.879860;1.776700;0.885800
1229.jpg;0.951600;4.003720;1.664500;0.868640
123.jpg;1.002600;2.523540;1.697000;0.933300
1230.jpg;0.954130;3.947890;1.680600;0.870510
1231.jpg;0.978090;3.922570;1.720600;0.893540
1232.jpg;0.972290;3.770620;1.754300;0.885630
1233.jpg;0.965890;3.776020;1.736600;0.880060
1234.jpg;1.006000;3.954970;1.810600;0.916230
1235.jpg;0.949500;4.174760;1.738100;0.858930
1236.jpg;1.025200;4.560630;1.813500;0.932210
1237.jpg;1.014800;4.663820;1.798800;0.921240
1238.jpg;1.018600;4.401960;1.794400;0.927870
1239.jpg;0.898700;4.274350;1.600600;0.814100
124.jpg;0.896850;2.536100;1.894200;0.801540
1240.jpg;0.951040;3.839140;1.751400;0.862150
1241.jpg;0.942450;3.758370;1.730200;0.855170
1242.jpg;0.952530;3.487810;1.664900;0.873700
1243.jpg;0.979690;3.377430;1.777700;0.894870
1244.jpg;0.845170;3.232820;1.571300;0.766370
1245.jpg;0.941530;2.823050;1.775200;0.857830
1246.jpg;0.858780;2.815600;1.672400;0.776140
1247.jpg;0.979770;2.485730;1.830800;0.897610
1248.jpg;0.933190;2.874680;1.737000;0.851490
1249.jpg;0.907030;4.032960;1.656100;0.820500
125.jpg;0.887740;2.639500;1.973900;0.784220
1250.jpg;0.918890;3.791520;1.712400;0.830700
1251.jpg;0.876190;3.456500;1.599800;0.796070
1252.jpg;0.933650;3.195790;1.679500;0.854200
1253.jpg;0.834590;3.345380;1.549900;0.755710
1254.jpg;0.935040;3.462920;1.726200;0.849760
1255.jpg;0.995250;3.541200;1.737300;0.913880
1256.jpg;1.027600;3.017360;1.826200;0.945920
1257.jpg;0.957410;3.892130;1.648200;0.877210
1258.jpg;0.974180;3.891030;1.665300;0.894090
1259.jpg;0.948890;3.827290;1.687700;0.865160
126.jpg;0.878830;2.745170;1.926100;0.777610
1260.jpg;0.958660;3.853810;1.785100;0.867570
1261.jpg;0.839530;3.877140;1.668600;0.747100
1262.jpg;0.959790;3.917780;1.876800;0.860720
1263.jpg;0.934430;4.023170;1.855100;0.834020
1264.jpg;0.912650;4.177930;1.831100;0.811040
1265.jpg;0.780160;4.400140;1.602400;0.683700
1266.jpg;0.892040;4.453120;1.639300;0.802240
1267.jpg;0.839740;4.732540;1.566500;0.749010
1268.jpg;0.866050;4.944630;1.612700;0.772200
1269.jpg;0.966490;3.337150;1.901600;0.870560
127.jpg;0.913540;2.687920;2.025400;0.807710
1270.jpg;0.931880;3.680700;1.860500;0.833500
1271.jpg;0.898720;3.935830;1.760400;0.803590
1272.jpg;0.954900;4.013480;1.822000;0.859160
1273.jpg;0.963560;4.167250;1.890200;0.861760
1274.jpg;0.943030;3.797150;1.865800;0.844310
1275.jpg;0.959330;3.827280;1.896200;0.859330
1276.jpg;0.890400;4.074210;1.711500;0.797470
1277.jpg;0.946760;3.683070;1.943000;0.842890
1278.jpg;0.823970;3.940090;1.685700;0.728230
1279.jpg;0.914170;3.960270;1.787200;0.818040
128.jpg;0.919160;2.836090;1.987800;0.815770
1280.jpg;0.935640;4.300840;1.782200;0.839170
1281.jpg;0.932220;4.472740;1.723200;0.838970
1282.jpg;0.961250;4.404780;1.749600;0.868980
1283.jpg;0.940890;4.279460;1.810000;0.842780
1284.jpg;0.899370;4.333160;1.675600;0.808180
1285.jpg;0.951470;4.409170;1.774700;0.856200
1286.jpg;0.962180;4.707180;1.791100;0.864180
1287.jpg;0.849150;4.473310;1.630800;0.756000
1288.jpg;0.925740;4.412650;1.701300;0.834170
1289.jpg;0.931570;4.491100;1.682400;0.841470
129.jpg;0.923280;2.682660;2.095400;0.812590
1290.jpg;0.994700;3.981420;1.868200;0.898990
1291.jpg;0.997850;4.029670;1.865000;0.902310
1292.jpg;1.001000;3.863790;1.863800;0.907210
1293.jpg;1.015100;3.557780;1.988500;0.914600
1294.jpg;0.928830;3.604480;1.699400;0.844080
1295.jpg;0.904880;3.473340;1.635800;0.824260
1296.jpg;0.981050;3.287260;1.756700;0.898800
1297.jpg;0.971080;3.243010;1.744800;0.889250
1298.jpg;0.944470;3.171770;1.637600;0.869650
1299.jpg;1.017100;3.051930;1.757200;0.939890
13.jpg;0.914140;3.603900;1.696500;0.828300
130.jpg;0.912250;2.752340;1.907000;0.815580
1300.jpg;0.953180;3.313660;1.629500;0.878700
1301.jpg;1.008500;3.380420;1.731700;0.930110
1302.jpg;1.041000;3.313000;1.715400;0.967390
1303.jpg;0.995110;3.399720;1.694800;0.918350
1304.jpg;0.980730;3.374160;1.636600;0.907680
1305.jpg;0.991150;3.217730;1.636900;0.920250
1306.jpg;0.886700;4.432270;1.642400;0.796310
1307.jpg;0.879530;4.581810;1.598300;0.790960
1308.jpg;0.907180;4.744060;1.704100;0.811090
1309.jpg;0.887230;4.991250;1.469400;0.806770
131.jpg;0.929050;2.701670;1.941600;0.831440
1310.jpg;1.062900;4.398100;1.988300;0.960160
1311.jpg;1.034800;4.320450;2.168500;0.915240
1312.jpg;0.991390;4.275080;2.073800;0.876090
1313.jpg;0.909930;3.866150;1.823900;0.811120
1314.jpg;0.882630;3.845230;1.797600;0.783690
1315.jpg;0.920900;3.905580;1.923900;0.814510
1316.jpg;0.986490;4.001260;2.088200;0.871720
1317.jpg;0.982530;4.013740;2.095600;0.866690
1318.jpg;0.959130;3.859160;2.013200;0.849200
1319.jpg;0.911380;3.848340;1.883500;0.807920
132.jpg;0.993350;2.564040;1.981700;0.899320
1320.jpg;0.955300;3.939920;2.029800;0.843010
1321.jpg;0.839440;3.631110;1.722700;0.744470
1322.jpg;0.782810;3.676220;1.622700;0.690620
1323.jpg;0.789650;3.677000;1.589500;0.700810
1324.jpg;0.805750;3.813330;1.578300;0.718220
1325.jpg;0.805820;4.228950;1.572800;0.715470
1326.jpg;0.855710;4.443610;1.623700;0.763980
1327.jpg;0.807790;4.469210;1.546200;0.717920
1328.jpg;0.804330;4.489850;1.545500;0.714040
1329.jpg;0.861790;4.137360;1.706600;0.766180
133.jpg;0.945820;2.689280;1.972700;0.847250
1330.jpg;0.865590;4.030220;1.699400;0.771760
1331.jpg;0.822690;4.025770;1.635200;0.730320
1332.jpg;0.889880;3.648570;1.730300;0.798710
1333.jpg;0.866050;3.761550;1.703300;0.774070
1334.jpg;0.867310;3.905030;1.751600;0.770320
1335.jpg;0.867900;3.854900;1.752900;0.771240
1336.jpg;0.895070;3.703210;1.797500;0.798380
1337.jpg;0.917790;3.765810;1.758700;0.825870
1338.jpg;0.917200;3.793370;1.739900;0.826560
1339.jpg;0.902890;3.665140;1.791100;0.807740
134.jpg;0.924110;2.498370;1.480700;0.865720
1340.jpg;0.957030;3.623150;1.790200;0.867190
1341.jpg;0.914180;3.930980;1.743400;0.821900
1342.jpg;0.838240;3.677650;1.702400;0.744470
1343.jpg;0.918180;3.641170;1.841300;0.820460
1344.jpg;0.860740;3.704340;1.733000;0.766260
1345.jpg;0.870720;3.739920;1.803600;0.771040
1346.jpg;0.897620;3.473840;1.836100;0.799780
1347.jpg;0.856930;3.754070;1.796500;0.756470
1348.jpg;0.881030;3.553030;1.696400;0.792610
1349.jpg;0.907500;3.453290;1.771000;0.816090
135.jpg;0.984880;2.318860;1.705100;0.914880
1350.jpg;0.879340;3.835090;1.688700;0.789180
1351.jpg;0.932260;4.093730;1.826000;0.833500
1352.jpg;0.816320;3.739010;1.781600;0.713540
1353.jpg;0.817450;3.702800;1.737800;0.718670
1354.jpg;0.848210;3.638710;1.713900;0.754700
1355.jpg;0.834100;3.229210;1.691200;0.744420
1356.jpg;0.834410;2.974460;1.790200;0.738590
1357.jpg;0.947440;2.597610;1.848100;0.860030
1358.jpg;0.918770;2.600860;1.821200;0.830960
1359.jpg;0.906820;2.804970;1.816700;0.816700
136.jpg;0.993930;2.409680;1.626800;0.930490
1360.jpg;0.905400;2.893580;1.600700;0.832290
1361.jpg;0.916660;2.956340;1.588100;0.845120
1362.jpg;0.903390;2.912620;1.546600;0.834420
1363.jpg;0.969590;2.634770;1.619000;0.902820
1364.jpg;0.897320;2.768460;1.512700;0.831730
1365.jpg;0.951990;2.530730;1.608500;0.885310
1366.jpg;0.981450;2.463540;1.644000;0.915040
1367.jpg;0.979000;2.328960;1.648500;0.913050
1368.jpg;0.947410;2.419710;1.643700;0.878290
1369.jpg;1.016400;2.673620;1.640800;0.951760
137.jpg;0.996560;2.488470;1.727200;0.924440
1370.jpg;0.856060;3.168990;1.515800;0.783320
1371.jpg;0.997980;3.042370;1.705100;0.923450
1372.jpg;0.934820;3.755330;1.633800;0.854840
1373.jpg;0.885880;4.158150;1.615300;0.799820
1374.jpg;0.940520;3.947900;1.697800;0.854250
1375.jpg;0.924400;4.080540;1.713800;0.834300
1376.jpg;0.796260;4.011090;1.570500;0.706950
1377.jpg;0.961680;3.367800;1.801200;0.873360
1378.jpg;0.903350;3.677140;1.668500;0.818270
1379.jpg;0.866440;4.025990;1.648300;0.776950
138.jpg;0.919220;2.505230;1.661300;0.845410
1380.jpg;0.932940;3.938600;1.781900;0.839110
1381.jpg;0.922550;3.811720;1.707000;0.834960
1382.jpg;0.963530;3.339180;1.701100;0.883880
1383.jpg;0.953100;3.322250;1.737600;0.869630
1384.jpg;0.980480;2.721860;1.791100;0.899790
1385.jpg;1.045800;2.663390;1.786100;0.971890
1386.jpg;1.032900;2.558020;1.785900;0.958650
1387.jpg;1.118200;2.325710;1.756600;1.055900
1388.jpg;0.980560;2.339400;1.739000;0.907200
1389.jpg;1.140400;2.354710;1.832900;1.073700
139.jpg;0.968680;2.229650;1.670600;0.900760
1390.jpg;1.095400;2.535890;1.814100;1.024700
1391.jpg;0.963470;3.082380;1.764300;0.880610
1392.jpg;0.976040;2.911940;1.716700;0.899590
1393.jpg;1.034500;2.698320;1.851400;0.953900
1394.jpg;0.939340;2.535630;1.786200;0.856810
1395.jpg;0.933830;2.477300;1.759800;0.853440
1396.jpg;1.058000;2.338900;1.890700;0.979110
1397.jpg;0.989980;2.321710;1.958500;0.899490
1398.jpg;1.076900;2.317930;2.024700;0.988840
1399.jpg;1.017700;2.431100;1.895400;0.934100
14.jpg;0.908180;3.625360;1.918500;0.803300
140.jpg;0.998520;2.229900;1.747400;0.926950
1400.jpg;0.935930;2.850130;1.782400;0.850920
1401.jpg;0.905450;3.012140;1.923300;0.804770
1402.jpg;1.005200;2.549850;1.942800;0.915560
1403.jpg;0.910850;2.535670;1.921000;0.814600
1404.jpg;0.995410;2.685020;1.947800;0.903420
1405.jpg;0.891040;2.828990;1.768100;0.803320
1406.jpg;1.025600;2.927050;1.822600;0.944820
1407.jpg;0.986980;3.355980;1.826600;0.898950
1408.jpg;0.937660;3.417280;1.733000;0.852420
1409.jpg;0.997220;3.497830;1.892500;0.903550
141.jpg;0.969310;2.509740;1.492000;0.913990
1410.jpg;0.984200;2.972870;1.839700;0.897860
1411.jpg;1.018400;2.881030;1.932700;0.928220
1412.jpg;0.931650;3.048860;1.836000;0.840250
1413.jpg;1.016400;3.077940;1.889600;0.928050
1414.jpg;0.981690;3.098250;1.770800;0.899820
1415.jpg;1.097000;2.706610;1.916300;1.016700
1416.jpg;0.956590;2.519400;1.784200;0.875910
1417.jpg;1.003300;2.531420;1.883600;0.918520
1418.jpg;1.103300;2.500050;1.957900;1.021700
1419.jpg;1.122800;2.533510;1.968600;1.041900
142.jpg;0.967150;2.612940;1.747200;0.889740
1420.jpg;1.137500;2.490050;1.972300;1.057800
1421.jpg;1.122200;2.515910;1.957700;1.042100
1422.jpg;1.011800;2.590450;1.853600;0.929860
1423.jpg;1.120200;2.644250;1.888100;1.044800
1424.jpg;1.156100;2.785770;1.886000;1.083000
1425.jpg;1.017000;2.687020;1.751800;0.943170
1426.jpg;1.109600;2.710370;1.863900;1.034700
1427.jpg;1.140400;2.477590;1.916700;1.065700
1428.jpg;1.118800;2.545210;1.896400;1.043300
1429.jpg;0.978930;2.647640;1.780700;0.899550
143.jpg;0.989880;2.568540;1.738700;0.915580
1430.jpg;1.064900;2.560800;1.823500;0.990430
1431.jpg;0.950620;2.617600;1.797400;0.867540
1432.jpg;0.957110;2.729510;1.747700;0.877830
1433.jpg;1.085200;2.712530;1.879300;1.006800
1434.jpg;1.126000;2.690220;1.991100;1.042200
1435.jpg;1.115600;2.583740;1.914800;1.038100
1436.jpg;1.054700;2.435810;1.919300;0.972380
1437.jpg;1.148300;2.397740;1.914200;1.075200
1438.jpg;1.159400;2.314680;1.901800;1.089000
1439.jpg;1.107700;2.294090;1.924200;1.030900
144.jpg;0.936830;2.490830;1.628700;0.867430
1440.jpg;1.002300;2.435140;1.849200;0.921000
1441.jpg;1.038300;2.501930;1.903400;0.955300
1442.jpg;1.124100;2.462530;1.919700;1.047900
1443.jpg;1.091100;2.510200;1.901800;1.012900
1444.jpg;1.091700;2.440770;1.868600;1.016900
1445.jpg;1.099700;2.440030;1.899800;1.023000
1446.jpg;1.093300;2.402050;1.912700;1.015300
1447.jpg;1.029000;2.545140;1.864400;0.948050
1448.jpg;1.086800;2.596880;1.910800;1.006900
1449.jpg;1.081600;2.748540;1.844000;1.005400
145.jpg;0.955620;3.017110;1.941600;0.857920
1450.jpg;1.101200;2.838780;1.903600;1.021200
1451.jpg;0.988530;2.810740;1.780100;0.908780
1452.jpg;0.969430;2.837900;1.777800;0.887930
1453.jpg;1.027400;2.755090;1.824400;0.947970
1454.jpg;1.021400;2.481430;1.830200;0.943070
1455.jpg;1.012500;2.497630;1.733000;0.941260
1456.jpg;0.892890;2.718900;1.685700;0.813000
1457.jpg;0.989680;2.779750;1.835900;0.905670
1458.jpg;1.048600;2.482380;1.880300;0.968580
1459.jpg;1.050500;2.319810;1.913100;0.969240
146.jpg;0.888240;3.102000;1.977100;0.780850
1460.jpg;1.052600;2.283070;1.944400;0.969260
1461.jpg;1.080500;2.387620;1.975000;0.996340
1462.jpg;1.057900;2.556640;1.897300;0.976740
1463.jpg;0.933830;2.611040;1.799300;0.849120
1464.jpg;0.995640;2.900230;1.894400;0.906380
1465.jpg;0.890840;3.215560;1.770600;0.799840
